1	6	0.28764
1	14	0.18709
1	16	0.5285
1	27	0.27843
1	28	0.44886
1	36	0.039385
1	82	0.93761
1	84	0.11809
1	93	0.52399
1	111	0.78265
1	128	0.32553
1	162	0.61887
1	173	0.075559
1	197	0.03913
1	209	0.074436
1	216	0.85048
1	224	0.81009
1	231	0.31774
1	248	0.72277
1	249	0.8482
1	250	0.061623
1	273	0.66344
1	287	0.82294
1	289	0.10436
1	300	0.09373
1	303	0.59757
1	305	0.64436
1	331	0.071074
1	345	0.95671
1	347	0.11343
1	351	0.0043099
1	353	0.63078
1	368	0.85188
1	383	0.44613
1	387	0.87419
1	406	0.81919
1	411	0.1774
1	445	0.11384
1	489	0.4534
1	492	0.93261
1	496	0.6486
1	497	0.030426
1	499	0.99471
1	511	0.5715
1	528	0.81529
1	534	0.31581
1	539	0.11269
1	540	0.058613
1	549	0.87889
1	565	0.076538
1	577	0.50506
1	591	0.17105
1	602	0.091002
1	605	0.082694
1	616	0.25448
1	623	0.59097
1	624	0.27836
1	628	0.23316
1	629	0.20574
1	647	0.31682
1	668	0.94084
1	671	0.36719
1	693	0.036181
1	698	0.29249
1	706	0.84947
1	733	0.4735
1	783	0.51272
1	805	0.21433
1	816	0.92374
1	829	0.16551
1	855	0.2861
1	872	0.0040095
1	885	0.43625
1	898	0.38448
1	907	0.99204
1	909	0.26294
1	925	0.20556
1	926	0.094771
1	946	0.13894
1	953	0.92946
1	993	0.80938
2	2	0.63122
2	8	0.028491
2	26	0.49574
2	47	0.18373
2	52	0.61437
2	55	0.37841
2	65	0.63301
2	82	0.84714
2	84	0.75136
2	93	0.37548
2	99	0.68803
2	128	0.05267
2	135	0.80506
2	149	0.72517
2	151	0.035639
2	154	0.50173
2	174	0.9281
2	180	0.248
2	196	0.92113
2	223	0.15194
2	300	0.22985
2	313	0.8359
2	314	0.78243
2	329	0.69991
2	335	0.84789
2	341	0.12964
2	345	0.16147
2	383	0.20168
2	387	0.53215
2	393	0.87748
2	408	0.58785
2	410	0.32585
2	411	0.68572
2	429	0.075487
2	495	0.28718
